db_university,db_major,reason
명지대학교 자연캠퍼스,교통공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지대학교 자연캠퍼스,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지대학교 자연캠퍼스,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지대학교 자연캠퍼스,물리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지대학교 자연캠퍼스,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지전문대학,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지전문대학,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지전문대학,문예창작과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지전문대학,문헌정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
명지전문대학,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목원대학교,고고학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목포과학대학교,건축설비과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목포과학대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목포과학대학교,물리치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목포과학대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
목포과학대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
문경대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배재대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배재대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배재대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배재대학교,러시아학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배재대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배화여자대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배화여자대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
배화여자대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,경영회계정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석문화대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석예술대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석예술대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석예술대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석예술대학교,관광통역과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백석예술대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
백제예술대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산가톨릭대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산가톨릭대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,농수산과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산경상대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,생활문화과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산과학기술대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산교육대학교,미술교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산디지털대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산디지털대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산디지털대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산보건대학교,물리치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산보건대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산보건대학교,응급구조과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산보건대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산여자대학교,바이오동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산여자대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산여자대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산예술대학교,예술치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,경찰행정학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,관광경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국어교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국제문화정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,기타아시아어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,기타유럽어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부산외국어대학교,러시아학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부천대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부천대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
부천대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
사이버한국외국어대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
사이버한국외국어대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
사이버한국외국어대학교,기타아시아어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,간호학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,경영정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,동물자원학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,물리치료학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육보건대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
삼육보건대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,고고학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,러시아학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상명대학교,수학교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,국어교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
상지대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,국제문화정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서강대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서경대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서경대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서라벌대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서라벌대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서라벌대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서라벌대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서라벌대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서영대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서영대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서영대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서영대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,건축공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,광학공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,기계설계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울과학기술대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울기독대학교,경영정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울기독대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울기독대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울기독대학교,기독교학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,기타아시아어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,독일어교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,문화인류학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,산림자원학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,경찰행정학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울디지털대학교,예술치료학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,경영정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,국방기술학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,군사학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,농공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울사이버대학교,예술치료학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,건축공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,교통공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,국제관계학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,물리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울시립대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울신학대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울신학대학교,기타아시아어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자간호대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,기독교학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,농공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,독일학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울여자대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울예술대학교,문예창작과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서울한영대학교,기독교학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서원대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서원대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서원대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서일대학교,경영회계정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서일대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,바이오동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
서정대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,국방기술과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,기계설계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선린대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,관광경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,국제관계학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
선문대학교,수산학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성결대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성결대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성결대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성공회대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성공회대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성공회대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성공회대학교,기독교학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성공회대학교,기타유럽어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,건축공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,문헌정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,물리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,생명공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,수학교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성균관대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,가정교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,간호학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,사회교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,생명공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성신여자대학교,생물학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
성운대학교,농수산과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세경대학교,건설정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세경대학교,농수산과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세경대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세경대학교,예술치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세경대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세계사이버대학,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세명대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,고고학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,광학공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,국방기술학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
세종대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
